Highest NIBRS/UCR Offense Description,GO Report Date,GO Location Zip
Theft,9-Jan-16,78723
Theft,9-Jan-16,78701
Theft,10-Jan-16,78759
Burglary,10-Jan-16,78741
Theft,10-Jan-16,78701
Agg Assault,10-Jan-16,78704
Agg Assault,10-Jan-16,78753
Burglary,10-Jan-16,78724
Rape,10-Jan-16,78741
Agg Assault,10-Jan-16,78745
Burglary,10-Jan-16,78758
Auto Theft,10-Jan-16,78744
Rape,9-Apr-16,78745
Burglary,10-Jan-16,78759
Burglary,10-Jan-16,78745
Theft,10-Jan-16,78744
Auto Theft,10-Jan-16,78745
Robbery,10-Jan-16,78705
Auto Theft,10-Jan-16,78753
Agg Assault,10-Jan-16,78753
Theft,10-Jan-16,78745
Agg Assault,10-Jan-16,78753
Theft,10-Jan-16,78744
Theft,10-Jan-16,78617
Burglary,10-Jan-16,78753
Theft,10-Jan-16,78704
Burglary,10-Jan-16,78751
Theft,10-Jan-16,78745
Agg Assault,10-Jan-16,78729
Theft,10-Jan-16,78660
Theft,10-Jan-16,78748
Auto Theft,10-Jan-16,78751
Burglary,10-Jan-16,78758
Theft,10-Jan-16,78745
Theft,10-Jan-16,78746
Theft,10-Jan-16,78752
Theft,10-Jan-16,78752
Agg Assault,10-Jan-16,78723
Auto Theft,10-Jan-16,78704
Theft,10-Jan-16,78701
Theft,10-Jan-16,78757
Auto Theft,10-Jan-16,78753
Theft,10-Jan-16,78757
Theft,10-Jan-16,78745
Theft,10-Jan-16,78704
Auto Theft,10-Jan-16,78741
Burglary,10-Jan-16,78727
Theft,10-Jan-16,78744
Burglary,10-Jan-16,78741
Burglary,10-Jan-16,78753
Burglary,10-Jan-16,78757
Theft,10-Jan-16,78748
Theft,10-Jan-16,78723
Robbery,10-Jan-16,78758
Theft,10-Jan-16,78701
Burglary,10-Jan-16,78758
Robbery,10-Jan-16,78758
Theft,10-Jan-16,78741
Theft,10-Jan-16,78758
Theft,10-Jan-16,78748
Theft,10-Jan-16,78759
Theft,10-Jan-16,78660
Theft,10-Jan-16,78725
Theft,10-Jan-16,78752
Theft,10-Jan-16,78756
Theft,10-Jan-16,78757
Theft,10-Jan-16,78748
Theft,10-Jan-16,78748
Theft,10-Jan-16,78617
Theft,10-Jan-16,78748
Theft,10-Jan-16,78704
Theft,10-Jan-16,78752
Theft,10-Jan-16,78704
Theft,10-Jan-16,78704
Theft,10-Jan-16,78705
Theft,10-Jan-16,78705
Theft,10-Jan-16,78752
Theft,10-Jan-16,78747
Theft,10-Jan-16,78729
Burglary,10-Jan-16,78753
Theft,10-Jan-16,78704
Theft,10-Jan-16,78719
Theft,10-Jan-16,78744
Theft,10-Jan-16,78741
Theft,10-Jan-16,78746
Theft,10-Jan-16,78758
Theft,10-Jan-16,78727
Theft,10-Jan-16,78701
Theft,10-Jan-16,78758
Theft,10-Jan-16,78753
Theft,10-Jan-16,78701
Theft,10-Jan-16,78757
Theft,10-Jan-16,78757
Theft,10-Jan-16,78757
Theft,10-Jan-16,78705
Theft,10-Jan-16,78758
Theft,11-Jan-16,78739
Theft,11-Jan-16,78704
Agg Assault,11-Jan-16,78752
Theft,11-Jan-16,78741
Robbery,11-Jan-16,78723
Burglary,11-Jan-16,78744
Burglary,11-Jan-16,78704
Theft,11-Jan-16,78753
Burglary,11-Jan-16,78753
Burglary,11-Jan-16,78752
Burglary,11-Jan-16,78754
Burglary,11-Jan-16,78741
Burglary,11-Jan-16,78758
Theft,11-Jan-16,78702
Burglary,11-Jan-16,78759
Burglary,11-Jan-16,78748
Burglary,11-Jan-16,78745
Theft,11-Jan-16,78753
Burglary,11-Jan-16,78702
Auto Theft,11-Jan-16,78745
Robbery,11-Jan-16,78746
Burglary,11-Jan-16,78705
Agg Assault,11-Jan-16,78702
Burglary,11-Jan-16,78753
Auto Theft,11-Jan-16,
Theft,11-Jan-16,78741
Theft,11-Jan-16,78748
Burglary,11-Jan-16,78727
Auto Theft,11-Jan-16,78744
Agg Assault,11-Jan-16,78741
Burglary,11-Jan-16,78758
Burglary,11-Jan-16,78758
Theft,11-Jan-16,78702
Theft,11-Jan-16,78749
Robbery,11-Jan-16,78705
Burglary,11-Jan-16,78741
Burglary,11-Jan-16,78754
Burglary,11-Jan-16,78749
Theft,11-Jan-16,78748
Theft,11-Jan-16,78723
Burglary,11-Jan-16,78758
Theft,11-Jan-16,78723
Theft,11-Jan-16,78757
Theft,11-Jan-16,78741
Theft,11-Jan-16,78748
Burglary,11-Jan-16,78741
Burglary,11-Jan-16,78744
Theft,11-Jan-16,78751
Theft,11-Jan-16,78749
Burglary,11-Jan-16,78753
Agg Assault,11-Jan-16,78724
Burglary,11-Jan-16,78745
Theft,11-Jan-16,78758
Auto Theft,11-Jan-16,78701
Theft,11-Jan-16,78741
Theft,11-Jan-16,78701
Theft,11-Jan-16,78744
Theft,11-Jan-16,78745
Theft,11-Jan-16,78613
Robbery,11-Jan-16,78745
Agg Assault,11-Jan-16,78753
Theft,11-Jan-16,78741
Theft,11-Jan-16,78758
Theft,11-Jan-16,78745
Theft,11-Jan-16,78735
Theft,11-Jan-16,78757
Theft,11-Jan-16,78729
Theft,11-Jan-16,78748
Theft,11-Jan-16,78741
Theft,11-Jan-16,78731
Theft,11-Jan-16,78704
Theft,11-Jan-16,78704
Theft,11-Jan-16,78758
Theft,11-Jan-16,78745
Theft,11-Jan-16,78756
Theft,11-Jan-16,78751
Theft,11-Jan-16,78756
Theft,11-Jan-16,78741
Theft,11-Jan-16,78749
Theft,11-Jan-16,78704
Theft,11-Jan-16,78748
Theft,11-Jan-16,78729
Theft,11-Jan-16,78756
Theft,11-Jan-16,78751
Theft,11-Jan-16,78701
Theft,11-Jan-16,78701
Theft,11-Jan-16,78701
Theft,11-Jan-16,78749
Theft,11-Jan-16,78723
Theft,11-Jan-16,78757
Theft,11-Jan-16,78749
Theft,11-Jan-16,78741
Theft,11-Jan-16,78660
Theft,11-Jan-16,78753
Theft,11-Jan-16,
Theft,11-Jan-16,78751
Theft,11-Jan-16,78753
Theft,11-Jan-16,78705
Theft,11-Jan-16,78756
Theft,11-Jan-16,78704
Theft,11-Jan-16,78729
Theft,11-Jan-16,78759
Theft,11-Jan-16,78744
Theft,11-Jan-16,78758
Theft,11-Jan-16,78701
Theft,11-Jan-16,78745
Theft,11-Jan-16,78757
Theft,11-Jan-16,78719
Theft,11-Jan-16,78749
Theft,11-Jan-16,78751
Agg Assault,12-Jan-16,78724
Theft,12-Jan-16,78753
Burglary,12-Jan-16,78735
Burglary,12-Jan-16,78752
Burglary,12-Jan-16,78746
Agg Assault,12-Jan-16,78721
Auto Theft,12-Jan-16,78748
Burglary,12-Jan-16,78735
Burglary,12-Jan-16,78741
Burglary,12-Jan-16,78741
Burglary,12-Jan-16,78741
Theft,12-Jan-16,78702
Auto Theft,12-Jan-16,78753
Burglary,12-Jan-16,78750
Agg Assault,12-Jan-16,78744
Burglary,12-Jan-16,78717
Burglary,12-Jan-16,78741
Auto Theft,12-Jan-16,78758
Burglary,12-Jan-16,78747
Theft,12-Jan-16,78703
Burglary,12-Jan-16,78748
Agg Assault,12-Jan-16,78744
Burglary,12-Jan-16,78705
Theft,12-Jan-16,78704
Theft,12-Jan-16,78753
Auto Theft,12-Jan-16,78747
Robbery,12-Jan-16,78745
Auto Theft,12-Jan-16,78702
Theft,12-Jan-16,78741
Robbery,12-Jan-16,78753
Burglary,12-Jan-16,78741
Burglary,12-Jan-16,78751
Theft,12-Jan-16,78735
Theft,12-Jan-16,78748
Theft,12-Jan-16,78748
Theft,12-Jan-16,78701
Burglary,12-Jan-16,78753
Theft,12-Jan-16,78748
Theft,12-Jan-16,78753
Burglary,12-Jan-16,78741
Theft,12-Jan-16,78613
Burglary,12-Jan-16,78724
Theft,12-Jan-16,78753
Theft,12-Jan-16,78753
Theft,12-Jan-16,78702
Robbery,12-Jan-16,78741
Theft,12-Jan-16,78757
Theft,12-Jan-16,78748
Theft,12-Jan-16,78723
Theft,12-Jan-16,78719
Theft,12-Jan-16,78758
Theft,12-Jan-16,78757
Theft,12-Jan-16,78744
Theft,12-Jan-16,78759
Theft,12-Jan-16,78759
Theft,12-Jan-16,78717
Theft,12-Jan-16,78741
Theft,12-Jan-16,78723
Theft,12-Jan-16,78752
Theft,12-Jan-16,78744
Theft,12-Jan-16,78723
Theft,12-Jan-16,78702
Theft,12-Jan-16,78748
Theft,12-Jan-16,78719
Theft,12-Jan-16,78758
Theft,12-Jan-16,78748
Theft,12-Jan-16,78741
Theft,12-Jan-16,78745
Theft,12-Jan-16,78751
Theft,12-Jan-16,78745
Theft,12-Jan-16,78731
Theft,12-Jan-16,78729
Theft,12-Jan-16,78759
Theft,12-Jan-16,78746
Theft,12-Jan-16,78731
Theft,12-Jan-16,78751
Theft,12-Jan-16,78723
Theft,12-Jan-16,78745
Theft,12-Jan-16,78751
Theft,12-Jan-16,78749
Theft,12-Jan-16,78704
Theft,12-Jan-16,78741
Theft,12-Jan-16,78701
Theft,12-Jan-16,78617
Theft,12-Jan-16,78753
Theft,12-Jan-16,78729
Theft,12-Jan-16,78702
Theft,12-Jan-16,78744
Theft,12-Jan-16,78748
Theft,12-Jan-16,78744
Theft,12-Jan-16,78704
Theft,12-Jan-16,78704
Theft,12-Jan-16,78722
Theft,12-Jan-16,78744
Theft,12-Jan-16,78753
Theft,12-Jan-16,78722
Theft,12-Jan-16,78758
Theft,12-Jan-16,78749
Theft,12-Jan-16,78704
Theft,12-Jan-16,78754
Theft,13-Jan-16,78702
Robbery,13-Jan-16,78723
Theft,13-Jan-16,78748
Theft,13-Jan-16,78701
Burglary,13-Jan-16,78741
Auto Theft,13-Jan-16,78759
Burglary,13-Jan-16,78741
Burglary,13-Jan-16,78704
Burglary,13-Jan-16,78744
Agg Assault,13-Jan-16,78758
Agg Assault,13-Jan-16,78721
Agg Assault,13-Jan-16,78749
Burglary,13-Jan-16,78744
Theft,13-Jan-16,78741
Burglary,13-Jan-16,78723
Auto Theft,13-Jan-16,78745
Burglary,13-Jan-16,78701
Burglary,13-Jan-16,78735
Theft,13-Jan-16,78702
Theft,13-Jan-16,78701
Theft,13-Jan-16,78748
Burglary,13-Jan-16,78704
Theft,13-Jan-16,78744
Theft,13-Jan-16,78705
Burglary,13-Jan-16,78752
Theft,13-Jan-16,78748
Rape,13-Jan-16,78744
Theft,13-Jan-16,78758
Burglary,13-Jan-16,78750
Theft,13-Jan-16,78727
Theft,13-Jan-16,78744
Agg Assault,13-Jan-16,78756
Theft,13-Jan-16,78753
Auto Theft,13-Jan-16,78744
Theft,13-Jan-16,78746
Theft,13-Jan-16,78758
Theft,13-Jan-16,78722
Theft,13-Jan-16,78753
Burglary,13-Jan-16,78741
Robbery,13-Jan-16,78702
Burglary,13-Jan-16,78752
Theft,13-Jan-16,78731
Agg Assault,13-Jan-16,78754
Burglary,13-Jan-16,78741
Robbery,13-Jan-16,78729
Theft,13-Jan-16,78704
Auto Theft,13-Jan-16,78745
Robbery,13-Jan-16,78758
Theft,13-Jan-16,78723
Theft,13-Jan-16,78744
Theft,13-Jan-16,78757
Theft,13-Jan-16,78701
Theft,13-Jan-16,78735
Theft,13-Jan-16,78739
Auto Theft,13-Jan-16,78751
Theft,13-Jan-16,78758
Theft,13-Jan-16,78729
Theft,13-Jan-16,78704
Theft,13-Jan-16,78748
Theft,13-Jan-16,78748
Theft,13-Jan-16,78704
Theft,13-Jan-16,78744
Theft,13-Jan-16,78758
Theft,13-Jan-16,78753
Theft,13-Jan-16,78748
Theft,13-Jan-16,78701
Theft,13-Jan-16,78744
Theft,13-Jan-16,78751
Theft,13-Jan-16,78758
Theft,13-Jan-16,78704
Theft,13-Jan-16,78704
Theft,13-Jan-16,78724
Theft,13-Jan-16,78723
Theft,13-Jan-16,78702
Theft,13-Jan-16,78757
Theft,13-Jan-16,78759
Theft,13-Jan-16,78759
Theft,13-Jan-16,78723
Theft,13-Jan-16,78704
Theft,13-Jan-16,78759
Rape,13-Jan-16,78744
Theft,13-Jan-16,78751
Theft,13-Jan-16,78722
Theft,13-Jan-16,78736
Theft,13-Jan-16,78747
Theft,13-Jan-16,78702
Theft,13-Jan-16,78723
Theft,13-Jan-16,78759
Theft,13-Jan-16,78758
Theft,13-Jan-16,78758
Theft,13-Jan-16,78751
Theft,13-Jan-16,78723
Theft,13-Jan-16,78723
Theft,13-Jan-16,78705
Theft,13-Jan-16,78758
Rape,14-Jan-16,78758
Theft,14-Jan-16,78748
Theft,14-Jan-16,78701
Burglary,14-Jan-16,78748
Burglary,14-Jan-16,78745
Agg Assault,14-Jan-16,78751
Auto Theft,14-Jan-16,78744
Burglary,14-Jan-16,78702
Burglary,14-Jan-16,78741
Auto Theft,14-Jan-16,78704
Theft,14-Jan-16,78745
Burglary,14-Jan-16,78705
Burglary,14-Jan-16,78758
Agg Assault,14-Jan-16,78744
Burglary,14-Jan-16,78748
Theft,14-Jan-16,78753
Auto Theft,14-Jan-16,78752
Burglary,14-Jan-16,78756
Burglary,14-Jan-16,78729
Burglary,14-Jan-16,78753
Theft,14-Jan-16,78741
Theft,14-Jan-16,78741
Theft,14-Jan-16,78759
Burglary,14-Jan-16,78752
Robbery,14-Jan-16,78704
Auto Theft,14-Jan-16,78712
Burglary,14-Jan-16,78705
Theft,14-Jan-16,78753
Robbery,14-Jan-16,78749
Auto Theft,14-Jan-16,78744
Agg Assault,14-Jan-16,78704
Theft,14-Jan-16,78613
Burglary,14-Jan-16,78757
Theft,14-Jan-16,78613
Burglary,14-Jan-16,78741
Burglary,14-Jan-16,78758
Agg Assault,14-Jan-16,78741
Burglary,14-Jan-16,78704
Auto Theft,14-Jan-16,78757
Theft,14-Jan-16,78759
Burglary,14-Jan-16,78741
Theft,14-Jan-16,78746
Theft,14-Jan-16,78753
Theft,14-Jan-16,78701
Auto Theft,14-Jan-16,78741
Theft,14-Jan-16,78741
Theft,14-Jan-16,78745
Theft,14-Jan-16,78741
Theft,14-Jan-16,78702
Theft,14-Jan-16,78731
Theft,14-Jan-16,78741
Theft,14-Jan-16,78744
Theft,14-Jan-16,78617
Theft,14-Jan-16,78741
Theft,14-Jan-16,78723
Theft,14-Jan-16,78704
Theft,14-Jan-16,78705
Theft,14-Jan-16,78757
Theft,14-Jan-16,78744
Theft,14-Jan-16,78653
Theft,14-Jan-16,78758
Theft,14-Jan-16,78746
Theft,14-Jan-16,78757
Theft,14-Jan-16,78759
Theft,14-Jan-16,78704
Theft,14-Jan-16,78731
Theft,14-Jan-16,78757
Theft,14-Jan-16,78705
Theft,14-Jan-16,78726
Theft,14-Jan-16,78752
Theft,14-Jan-16,78704
Theft,14-Jan-16,78745
Theft,14-Jan-16,78752
Theft,14-Jan-16,78753
Theft,14-Jan-16,78723
Theft,14-Jan-16,78759
Theft,14-Jan-16,78748
Theft,14-Jan-16,78704
Theft,14-Jan-16,78746
Theft,14-Jan-16,78660
Theft,14-Jan-16,78741
Theft,14-Jan-16,78757
Theft,14-Jan-16,78704
Theft,14-Jan-16,78758
Theft,14-Jan-16,78701
Theft,14-Jan-16,78741
Theft,14-Jan-16,78753
Theft,14-Jan-16,78741
Theft,14-Jan-16,78753
Theft,14-Jan-16,78746
Robbery,15-Jan-16,78753
Burglary,15-Jan-16,78745
Burglary,15-Jan-16,78748
Burglary,15-Jan-16,78748
Burglary,15-Jan-16,78745
Burglary,15-Jan-16,78745
Burglary,15-Jan-16,78736
Robbery,15-Jan-16,78758
Burglary,15-Jan-16,78745
Agg Assault,15-Jan-16,78701
Agg Assault,15-Jan-16,78758
Auto Theft,15-Jan-16,78735
Robbery,15-Jan-16,78753
Burglary,15-Jan-16,78753
Auto Theft,15-Jan-16,78702
Auto Theft,15-Jan-16,78745
Agg Assault,15-Jan-16,78729
Burglary,15-Jan-16,78747
Auto Theft,15-Jan-16,78704
Burglary,15-Jan-16,78748
Burglary,15-Jan-16,78750
Auto Theft,15-Jan-16,78724
Theft,15-Jan-16,78617
Burglary,15-Jan-16,78758
Agg Assault,15-Jan-16,78758
Auto Theft,15-Jan-16,78749
Theft,15-Jan-16,78753
Theft,15-Jan-16,78749
Auto Theft,15-Jan-16,78703
Theft,15-Jan-16,78753
Rape,15-Jan-16,78751
Burglary,15-Jan-16,78741
Theft,15-Jan-16,78724
Theft,15-Jan-16,78753
Auto Theft,15-Jan-16,78758
Agg Assault,15-Jan-16,78751
Theft,15-Jan-16,78745
Burglary,15-Jan-16,78758
Theft,15-Jan-16,78746
Robbery,15-Jan-16,78744
Theft,15-Jan-16,78752
Rape,15-Jan-16,78758
Auto Theft,15-Jan-16,78751
Theft,15-Jan-16,78704
Burglary,15-Jan-16,78759
Theft,15-Jan-16,78702
Auto Theft,15-Jan-16,78744
Rape,10-Apr-16,78704
Auto Theft,15-Jan-16,78717
Rape,15-Jan-16,78753
Burglary,15-Jan-16,78617
Burglary,15-Jan-16,78741
Theft,15-Jan-16,78758
Agg Assault,15-Jan-16,78748
Burglary,15-Jan-16,78741
Theft,15-Jan-16,78617
Theft,15-Jan-16,78705
Theft,15-Jan-16,78705
Theft,15-Jan-16,78753
Theft,15-Jan-16,78727
Theft,15-Jan-16,78753
Theft,15-Jan-16,78754
Theft,15-Jan-16,78704
Theft,15-Jan-16,78748
Auto Theft,15-Jan-16,78745
Theft,15-Jan-16,78753
Theft,15-Jan-16,78748
Theft,15-Jan-16,78727
Theft,15-Jan-16,78717
Theft,15-Jan-16,78749
Theft,15-Jan-16,78748
Theft,15-Jan-16,78701
Theft,15-Jan-16,78757
Rape,6-May-16,78702
Theft,15-Jan-16,78752
Auto Theft,15-Jan-16,78702
Theft,15-Jan-16,78723
Theft,15-Jan-16,78752
Theft,15-Jan-16,78751
Theft,15-Jan-16,78703
Theft,15-Jan-16,78719
Theft,15-Jan-16,78753
Theft,15-Jan-16,78702
Theft,15-Jan-16,78746
Theft,15-Jan-16,78748
Theft,15-Jan-16,78704
Theft,15-Jan-16,78702
Theft,15-Jan-16,78753
Theft,15-Jan-16,78702
Theft,15-Jan-16,78757
Theft,15-Jan-16,78736
Theft,15-Jan-16,78723
Theft,15-Jan-16,78701
Theft,15-Jan-16,78753
Theft,15-Jan-16,78758
Theft,15-Jan-16,78748
Theft,15-Jan-16,78729
Theft,15-Jan-16,78750
Theft,15-Jan-16,78746
Theft,15-Jan-16,78741
Theft,15-Jan-16,78748
Theft,15-Jan-16,78719
Theft,15-Jan-16,78704
Theft,15-Jan-16,78758
Theft,15-Jan-16,78727
Theft,15-Jan-16,78752
Theft,15-Jan-16,78756
Theft,15-Jan-16,78702
Theft,15-Jan-16,78701
Burglary,15-Jan-16,78705
Theft,15-Jan-16,78748
Burglary,16-Jan-16,78758
Theft,16-Jan-16,78704
Auto Theft,16-Jan-16,78758
Agg Assault,16-Jan-16,78722
Theft,16-Jan-16,78703
Auto Theft,16-Jan-16,78702
Theft,16-Jan-16,78753
Robbery,16-Jan-16,78703
Theft,16-Jan-16,78753
Robbery,16-Jan-16,78724
Rape,16-Jan-16,78744
Auto Theft,16-Jan-16,78758
Robbery,16-Jan-16,78745
Auto Theft,16-Jan-16,78753
Agg Assault,16-Jan-16,78745
Burglary,16-Jan-16,78758
Auto Theft,16-Jan-16,78745
Auto Theft,16-Jan-16,78759
Burglary,16-Jan-16,78746
Burglary,16-Jan-16,78731
Theft,16-Jan-16,78704
Agg Assault,16-Jan-16,78704
Robbery,16-Jan-16,78744
Theft,16-Jan-16,78758
Theft,16-Jan-16,78744
Auto Theft,16-Jan-16,78748
Theft,16-Jan-16,78753
Theft,16-Jan-16,78723
Theft,16-Jan-16,78723
Rape,16-Jan-16,78701
Burglary,16-Jan-16,78704
Theft,16-Jan-16,78746
Robbery,16-Jan-16,78741
Burglary,16-Jan-16,78757
Theft,16-Jan-16,78702
Theft,16-Jan-16,78745
Theft,16-Jan-16,78705
Theft,16-Jan-16,78719
Theft,16-Jan-16,78758
Auto Theft,16-Jan-16,78705
Theft,16-Jan-16,78757
Theft,16-Jan-16,78719
Burglary,16-Jan-16,78758
Theft,16-Jan-16,78719
Theft,16-Jan-16,78741
Theft,16-Jan-16,78749
Theft,16-Jan-16,78704
Theft,16-Jan-16,78759
Theft,16-Jan-16,78757
Burglary,16-Jan-16,78704
Theft,16-Jan-16,78757
Theft,16-Jan-16,78717
Theft,16-Jan-16,78613
Theft,16-Jan-16,78751
Agg Assault,16-Jan-16,78753
Agg Assault,16-Jan-16,78757
Agg Assault,16-Jan-16,78721
Theft,16-Jan-16,78729
Theft,16-Jan-16,78741
Theft,16-Jan-16,78723
Theft,16-Jan-16,78741
Theft,16-Jan-16,78758
Theft,16-Jan-16,78745
Theft,16-Jan-16,78758
Theft,16-Jan-16,78750
Theft,16-Jan-16,78752
Theft,16-Jan-16,78758
Theft,16-Jan-16,78753
Theft,16-Jan-16,78741
Theft,16-Jan-16,78753
Theft,16-Jan-16,78744
Theft,16-Jan-16,78752
Theft,16-Jan-16,78753
Theft,16-Jan-16,78722
Theft,16-Jan-16,78745
Theft,16-Jan-16,78753
Theft,16-Jan-16,78758
Theft,16-Jan-16,78701
Theft,16-Jan-16,78753
Theft,16-Jan-16,78753
Theft,16-Jan-16,78704
Theft,16-Jan-16,78727
Theft,16-Jan-16,78741
Robbery,16-Jan-16,78741
Theft,16-Jan-16,78744
Theft,16-Jan-16,78701
Theft,16-Jan-16,78702
Theft,16-Jan-16,78741
Theft,16-Jan-16,78744
Theft,16-Jan-16,78704
Theft,16-Jan-16,78704
Theft,16-Jan-16,78759
Theft,16-Jan-16,78731
Theft,16-Jan-16,78712
Theft,17-Jan-16,78753
Theft,17-Jan-16,78753
Auto Theft,17-Jan-16,78745
Agg Assault,17-Jan-16,78758
Robbery,17-Jan-16,78758
Burglary,17-Jan-16,78702
Theft,17-Jan-16,78745
Agg Assault,17-Jan-16,78741
Robbery,17-Jan-16,78752
Theft,17-Jan-16,78753
Agg Assault,17-Jan-16,78753
Burglary,17-Jan-16,78745
Agg Assault,17-Jan-16,78753
Auto Theft,17-Jan-16,78753
Auto Theft,17-Jan-16,78705
Burglary,17-Jan-16,78759
Theft,17-Jan-16,78703
Burglary,17-Jan-16,78745
Theft,17-Jan-16,78748
Theft,17-Jan-16,78705
Auto Theft,17-Jan-16,78721
Theft,17-Jan-16,78753
Auto Theft,17-Jan-16,78704
Theft,17-Jan-16,78757
Theft,17-Jan-16,78719
Burglary,17-Jan-16,78745
Agg Assault,17-Jan-16,78705
Burglary,17-Jan-16,78723
Burglary,17-Jan-16,78723
Theft,17-Jan-16,78750
Theft,17-Jan-16,78749
Theft,17-Jan-16,78753
Burglary,17-Jan-16,78748
Theft,17-Jan-16,78746
Theft,17-Jan-16,78741
Robbery,17-Jan-16,78758
Theft,17-Jan-16,78723
Theft,17-Jan-16,78757
Robbery,17-Jan-16,78746
Burglary,17-Jan-16,78703
Theft,17-Jan-16,78753
Theft,17-Jan-16,78741
Theft,17-Jan-16,78704
Theft,17-Jan-16,78741
Theft,17-Jan-16,78701
Burglary,17-Jan-16,78744
Auto Theft,17-Jan-16,78745
Agg Assault,17-Jan-16,78705
Robbery,17-Jan-16,78758
Theft,17-Jan-16,78741
Burglary,17-Jan-16,78705
Theft,17-Jan-16,78723
Theft,17-Jan-16,78745
Theft,17-Jan-16,78723
Theft,17-Jan-16,78753
Theft,17-Jan-16,78753
Theft,17-Jan-16,78744
Theft,17-Jan-16,78745
Theft,17-Jan-16,78723
Theft,17-Jan-16,78753
Theft,17-Jan-16,78702
Theft,17-Jan-16,78702
Theft,17-Jan-16,78744
Theft,17-Jan-16,78746
Theft,17-Jan-16,78749
Theft,17-Jan-16,78750
Theft,17-Jan-16,78752
Theft,17-Jan-16,78751
Theft,17-Jan-16,78729
Theft,17-Jan-16,78701
Theft,17-Jan-16,78705
Theft,17-Jan-16,78753
Theft,17-Jan-16,78723
Theft,17-Jan-16,78751
Theft,17-Jan-16,78753
Theft,17-Jan-16,78741
Theft,17-Jan-16,78753
Theft,17-Jan-16,78750
Theft,17-Jan-16,78744
Theft,17-Jan-16,78723
Theft,17-Jan-16,78748
Theft,17-Jan-16,78702
Theft,17-Jan-16,78705
Theft,17-Jan-16,78757
Theft,17-Jan-16,78705
Theft,17-Jan-16,78617
Theft,17-Jan-16,78701
Robbery,18-Jan-16,78753
Theft,18-Jan-16,78753
Theft,18-Jan-16,78701
Theft,18-Jan-16,78741
Burglary,18-Jan-16,78757
Burglary,18-Jan-16,78757
Auto Theft,18-Jan-16,78747
Burglary,18-Jan-16,78719
Burglary,18-Jan-16,78757
Burglary,18-Jan-16,78745
Burglary,18-Jan-16,78721
Theft,18-Jan-16,78727
Auto Theft,18-Jan-16,78741
Theft,18-Jan-16,78751
Theft,18-Jan-16,78726
Rape,18-Jan-16,78741
Burglary,18-Jan-16,78751
Auto Theft,18-Jan-16,78753
Theft,18-Jan-16,
Auto Theft,18-Jan-16,78723
Theft,18-Jan-16,78744
Burglary,18-Jan-16,78751
Theft,18-Jan-16,78704
Burglary,18-Jan-16,78753
Auto Theft,18-Jan-16,78753
Theft,18-Jan-16,78758
Burglary,18-Jan-16,78753
Auto Theft,18-Jan-16,78758
Burglary,18-Jan-16,78744
Theft,18-Jan-16,78723
Burglary,18-Jan-16,78745
Burglary,18-Jan-16,78753
Burglary,18-Jan-16,78749
Theft,18-Jan-16,78745
Theft,18-Jan-16,78703
Burglary,18-Jan-16,78731
Burglary,18-Jan-16,78741
Burglary,18-Jan-16,78753
Burglary,18-Jan-16,78753
Theft,18-Jan-16,78730
Burglary,18-Jan-16,78702
Theft,18-Jan-16,78613
Rape,18-Jan-16,78704
Auto Theft,18-Jan-16,78744
Agg Assault,18-Jan-16,78741
Theft,18-Jan-16,78756
Theft,18-Jan-16,78748
Auto Theft,18-Jan-16,78705
Theft,18-Jan-16,78753
Burglary,18-Jan-16,78727
Agg Assault,18-Jan-16,78723
Theft,18-Jan-16,78753
Theft,18-Jan-16,78741
Auto Theft,18-Jan-16,78704
Robbery,18-Jan-16,78703
Theft,18-Jan-16,78753
Robbery,18-Jan-16,78741
Theft,18-Jan-16,78751
Theft,18-Jan-16,78724
Theft,18-Jan-16,78741
Theft,18-Jan-16,78751
Theft,18-Jan-16,78749
Theft,18-Jan-16,78702
Theft,18-Jan-16,78753
Theft,18-Jan-16,78752
Theft,18-Jan-16,78754
Theft,18-Jan-16,78723
Theft,18-Jan-16,78747
Theft,18-Jan-16,78745
Theft,18-Jan-16,78702
Theft,18-Jan-16,78741
Theft,18-Jan-16,78757
Theft,18-Jan-16,78759
Theft,18-Jan-16,78703
Theft,18-Jan-16,78704
Theft,18-Jan-16,78704
Theft,18-Jan-16,78704
Theft,18-Jan-16,78757
Theft,18-Jan-16,78723
Theft,18-Jan-16,78721
Theft,18-Jan-16,78722
Theft,18-Jan-16,78756
Theft,18-Jan-16,78703
Theft,18-Jan-16,78705
Theft,18-Jan-16,78704
Theft,18-Jan-16,78735
Theft,18-Jan-16,78660
Theft,18-Jan-16,78704
Theft,18-Jan-16,78723
Theft,18-Jan-16,78744
Theft,18-Jan-16,78750
Theft,18-Jan-16,78701
Theft,18-Jan-16,78742
Theft,18-Jan-16,78745
Theft,18-Jan-16,78745
Theft,18-Jan-16,78754
Theft,18-Jan-16,78735
Theft,18-Jan-16,78704
Theft,18-Jan-16,78741
Theft,18-Jan-16,78749
Theft,18-Jan-16,78723
Theft,18-Jan-16,78750
Theft,18-Jan-16,78719
Theft,18-Jan-16,78704
Theft,18-Jan-16,78753
Theft,18-Jan-16,78727
Theft,18-Jan-16,78704
Theft,18-Jan-16,78704
Theft,18-Jan-16,78758
Theft,18-Jan-16,78757
Theft,18-Jan-16,78704
Theft,18-Jan-16,78723
Theft,18-Jan-16,78758
Agg Assault,18-Jan-16,78750
